The 0 round: 42 buy tx | 45 sell tx | 13 unfinished tx.
The 423 round: 56 buy tx | 45 sell tx | 514 unfinished tx.
The 424 round: 47 buy tx | 50 sell tx | 517 unfinished tx.
The 425 round: 47 buy tx | 43 sell tx | 527 unfinished tx.
The 426 round: 47 buy tx | 41 sell tx | 539 unfinished tx.
The 427 round: 39 buy tx | 47 sell tx | 553 unfinished tx.
The 428 round: 35 buy tx | 54 sell tx | 564 unfinished tx.
The 429 round: 41 buy tx | 38 sell tx | 585 unfinished tx.
The 430 round: 55 buy tx | 41 sell tx | 589 unfinished tx.
The 431 round: 55 buy tx | 58 sell tx | 576 unfinished tx.
The 432 round: 51 buy tx | 52 sell tx | 573 unfinished tx.
The 433 round: 47 buy tx | 56 sell tx | 570 unfinished tx.
The 434 round: 49 buy tx | 42 sell tx | 579 unfinished tx.
The 435 round: 55 buy tx | 50 sell tx | 574 unfinished tx.
The 436 round: 54 buy tx | 50 sell tx | 570 unfinished tx.
The 437 round: 45 buy tx | 60 sell tx | 565 unfinished tx.
The 438 round: 57 buy tx | 47 sell tx | 561 unfinished tx.
The 439 round: 41 buy tx | 49 sell tx | 571 unfinished tx.
The 440 round: 49 buy tx | 54 sell tx | 568 unfinished tx.
The 441 round: 39 buy tx | 55 sell tx | 574 unfinished tx.
The 442 round: 54 buy tx | 46 sell tx | 574 unfinished tx.
The 443 round: 50 buy tx | 53 sell tx | 571 unfinished tx.
The 444 round: 43 buy tx | 53 sell tx | 575 unfinished tx.
The 445 round: 48 buy tx | 46 sell tx | 581 unfinished tx.
The 446 round: 49 buy tx | 37 sell tx | 595 unfinished tx.
The 447 round: 42 buy tx | 52 sell tx | 601 unfinished tx.
The 448 round: 53 buy tx | 56 sell tx | 592 unfinished tx.
The 449 round: 44 buy tx | 55 sell tx | 593 unfinished tx.
The 450 round: 54 buy tx | 41 sell tx | 598 unfinished tx.
The 451 round: 47 buy tx | 57 sell tx | 594 unfinished tx.
The 452 round: 48 buy tx | 49 sell tx | 597 unfinished tx.
The 453 round: 53 buy tx | 48 sell tx | 596 unfinished tx.
The 454 round: 35 buy tx | 47 sell tx | 614 unfinished tx.
The 455 round: 52 buy tx | 49 sell tx | 613 unfinished tx.
The 456 round: 48 buy tx | 54 sell tx | 611 unfinished tx.
The 457 round: 38 buy tx | 54 sell tx | 619 unfinished tx.
The 458 round: 50 buy tx | 42 sell tx | 627 unfinished tx.
The 459 round: 46 buy tx | 44 sell tx | 637 unfinished tx.
The 460 round: 52 buy tx | 64 sell tx | 621 unfinished tx.
The 461 round: 41 buy tx | 53 sell tx | 627 unfinished tx.
The 462 round: 36 buy tx | 42 sell tx | 649 unfinished tx.
The 463 round: 48 buy tx | 48 sell tx | 653 unfinished tx.
The 464 round: 48 buy tx | 46 sell tx | 659 unfinished tx.
The 465 round: 52 buy tx | 44 sell tx | 663 unfinished tx.
The 466 round: 53 buy tx | 44 sell tx | 666 unfinished tx.
The 467 round: 45 buy tx | 47 sell tx | 674 unfinished tx.
The 468 round: 46 buy tx | 36 sell tx | 692 unfinished tx.
The 469 round: 50 buy tx | 55 sell tx | 687 unfinished tx.
The 470 round: 48 buy tx | 45 sell tx | 694 unfinished tx.
The 471 round: 46 buy tx | 64 sell tx | 684 unfinished tx.
The 472 round: 48 buy tx | 55 sell tx | 681 unfinished tx.
The 473 round: 43 buy tx | 47 sell tx | 691 unfinished tx.
The 474 round: 47 buy tx | 37 sell tx | 707 unfinished tx.
The 475 round: 40 buy tx | 69 sell tx | 698 unfinished tx.
The 476 round: 45 buy tx | 45 sell tx | 708 unfinished tx.
The 477 round: 49 buy tx | 36 sell tx | 723 unfinished tx.
The 478 round: 38 buy tx | 38 sell tx | 747 unfinished tx.
The 479 round: 55 buy tx | 54 sell tx | 738 unfinished tx.
The 480 round: 52 buy tx | 56 sell tx | 730 unfinished tx.
The 481 round: 52 buy tx | 46 sell tx | 732 unfinished tx.
The 482 round: 60 buy tx | 64 sell tx | 708 unfinished tx.
The 483 round: 55 buy tx | 37 sell tx | 716 unfinished tx.
The 484 round: 48 buy tx | 46 sell tx | 722 unfinished tx.
The 485 round: 48 buy tx | 50 sell tx | 724 unfinished tx.
The 486 round: 54 buy tx | 48 sell tx | 722 unfinished tx.
The 487 round: 41 buy tx | 49 sell tx | 732 unfinished tx.
The 488 round: 40 buy tx | 45 sell tx | 747 unfinished tx.
The 489 round: 47 buy tx | 41 sell tx | 759 unfinished tx.
The 490 round: 41 buy tx | 48 sell tx | 770 unfinished tx.
The 491 round: 50 buy tx | 51 sell tx | 769 unfinished tx.
The 492 round: 52 buy tx | 54 sell tx | 763 unfinished tx.
The 493 round: 43 buy tx | 54 sell tx | 766 unfinished tx.
The 494 round: 56 buy tx | 60 sell tx | 750 unfinished tx.
The 495 round: 47 buy tx | 48 sell tx | 755 unfinished tx.
The 496 round: 56 buy tx | 44 sell tx | 755 unfinished tx.
The 497 round: 44 buy tx | 43 sell tx | 768 unfinished tx.
The 498 round: 35 buy tx | 49 sell tx | 784 unfinished tx.
The 499 round: 58 buy tx | 55 sell tx | 771 unfinished tx.
The 500 round: 54 buy tx | 58 sell tx | 759 unfinished tx.
The 501 round: 48 buy tx | 56 sell tx | 755 unfinished tx.
The 502 round: 37 buy tx | 50 sell tx | 768 unfinished tx.
The 503 round: 38 buy tx | 46 sell tx | 784 unfinished tx.
The 504 round: 54 buy tx | 39 sell tx | 791 unfinished tx.
The 505 round: 53 buy tx | 51 sell tx | 787 unfinished tx.
The 506 round: 52 buy tx | 49 sell tx | 786 unfinished tx.
The 507 round: 44 buy tx | 55 sell tx | 787 unfinished tx.
The 508 round: 39 buy tx | 47 sell tx | 801 unfinished tx.
The 509 round: 34 buy tx | 44 sell tx | 823 unfinished tx.
The 510 round: 51 buy tx | 64 sell tx | 808 unfinished tx.
The 511 round: 68 buy tx | 57 sell tx | 783 unfinished tx.
The 512 round: 63 buy tx | 53 sell tx | 767 unfinished tx.
The 513 round: 56 buy tx | 56 sell tx | 755 unfinished tx.
The 514 round: 51 buy tx | 51 sell tx | 753 unfinished tx.
The 515 round: 68 buy tx | 62 sell tx | 723 unfinished tx.
The 516 round: 50 buy tx | 51 sell tx | 722 unfinished tx.
The 517 round: 48 buy tx | 51 sell tx | 723 unfinished tx.
The 518 round: 53 buy tx | 37 sell tx | 733 unfinished tx.
The 519 round: 57 buy tx | 43 sell tx | 733 unfinished tx.
The 520 round: 48 buy tx | 50 sell tx | 735 unfinished tx.
The 521 round: 40 buy tx | 45 sell tx | 750 unfinished tx.
The 522 round: 58 buy tx | 61 sell tx | 731 unfinished tx.
The 523 round: 53 buy tx | 54 sell tx | 724 unfinished tx.
The 524 round: 58 buy tx | 58 sell tx | 708 unfinished tx.
The 525 round: 55 buy tx | 53 sell tx | 700 unfinished tx.
The 526 round: 46 buy tx | 45 sell tx | 709 unfinished tx.
The 527 round: 52 buy tx | 46 sell tx | 711 unfinished tx.
The 528 round: 43 buy tx | 46 sell tx | 722 unfinished tx.
The 529 round: 54 buy tx | 45 sell tx | 723 unfinished tx.
The 530 round: 42 buy tx | 44 sell tx | 737 unfinished tx.
The 531 round: 60 buy tx | 41 sell tx | 736 unfinished tx.
The 532 round: 48 buy tx | 54 sell tx | 734 unfinished tx.
The 533 round: 48 buy tx | 55 sell tx | 731 unfinished tx.
The 534 round: 60 buy tx | 58 sell tx | 713 unfinished tx.
The 535 round: 50 buy tx | 52 sell tx | 711 unfinished tx.
The 536 round: 54 buy tx | 48 sell tx | 709 unfinished tx.
The 537 round: 49 buy tx | 47 sell tx | 713 unfinished tx.
The 538 round: 45 buy tx | 29 sell tx | 739 unfinished tx.
The 539 round: 42 buy tx | 48 sell tx | 749 unfinished tx.
The 540 round: 49 buy tx | 30 sell tx | 770 unfinished tx.
The 541 round: 50 buy tx | 52 sell tx | 768 unfinished tx.
The 542 round: 44 buy tx | 55 sell tx | 769 unfinished tx.
The 543 round: 47 buy tx | 52 sell tx | 770 unfinished tx.
The 544 round: 49 buy tx | 45 sell tx | 776 unfinished tx.
The 545 round: 44 buy tx | 55 sell tx | 777 unfinished tx.
The 546 round: 59 buy tx | 47 sell tx | 771 unfinished tx.
The 547 round: 62 buy tx | 56 sell tx | 753 unfinished tx.
The 548 round: 50 buy tx | 48 sell tx | 755 unfinished tx.
The 549 round: 40 buy tx | 49 sell tx | 766 unfinished tx.
The 550 round: 51 buy tx | 41 sell tx | 774 unfinished tx.
The 551 round: 53 buy tx | 52 sell tx | 769 unfinished tx.
The 552 round: 60 buy tx | 38 sell tx | 771 unfinished tx.
The 553 round: 50 buy tx | 57 sell tx | 764 unfinished tx.
The 554 round: 39 buy tx | 49 sell tx | 776 unfinished tx.
The 555 round: 46 buy tx | 52 sell tx | 778 unfinished tx.
The 556 round: 38 buy tx | 46 sell tx | 794 unfinished tx.
The 557 round: 49 buy tx | 47 sell tx | 798 unfinished tx.
The 558 round: 38 buy tx | 49 sell tx | 811 unfinished tx.
The 559 round: 34 buy tx | 51 sell tx | 826 unfinished tx.
The 560 round: 56 buy tx | 39 sell tx | 831 unfinished tx.
The 561 round: 55 buy tx | 50 sell tx | 826 unfinished tx.
The 562 round: 52 buy tx | 53 sell tx | 821 unfinished tx.
The 563 round: 52 buy tx | 42 sell tx | 827 unfinished tx.
The 564 round: 43 buy tx | 51 sell tx | 833 unfinished tx.
The 565 round: 50 buy tx | 52 sell tx | 831 unfinished tx.
The 566 round: 58 buy tx | 43 sell tx | 830 unfinished tx.
The 567 round: 46 buy tx | 48 sell tx | 836 unfinished tx.
The 568 round: 49 buy tx | 50 sell tx | 837 unfinished tx.
The 569 round: 48 buy tx | 39 sell tx | 850 unfinished tx.
The 570 round: 51 buy tx | 53 sell tx | 846 unfinished tx.
The 571 round: 53 buy tx | 33 sell tx | 860 unfinished tx.
The 572 round: 42 buy tx | 45 sell tx | 873 unfinished tx.
The 573 round: 55 buy tx | 55 sell tx | 863 unfinished tx.
The 574 round: 53 buy tx | 48 sell tx | 862 unfinished tx.
The 575 round: 55 buy tx | 55 sell tx | 852 unfinished tx.
The 576 round: 54 buy tx | 58 sell tx | 840 unfinished tx.
The 577 round: 61 buy tx | 52 sell tx | 827 unfinished tx.
The 578 round: 58 buy tx | 35 sell tx | 834 unfinished tx.
The 579 round: 46 buy tx | 43 sell tx | 845 unfinished tx.
The 580 round: 41 buy tx | 56 sell tx | 848 unfinished tx.
The 581 round: 52 buy tx | 50 sell tx | 846 unfinished tx.
The 582 round: 49 buy tx | 45 sell tx | 852 unfinished tx.
The 583 round: 56 buy tx | 45 sell tx | 851 unfinished tx.
The 584 round: 43 buy tx | 48 sell tx | 860 unfinished tx.
The 585 round: 48 buy tx | 51 sell tx | 861 unfinished tx.
The 586 round: 53 buy tx | 54 sell tx | 854 unfinished tx.
The 587 round: 58 buy tx | 57 sell tx | 839 unfinished tx.
The 588 round: 59 buy tx | 56 sell tx | 824 unfinished tx.
The 589 round: 44 buy tx | 56 sell tx | 824 unfinished tx.
The 590 round: 50 buy tx | 68 sell tx | 806 unfinished tx.
The 591 round: 61 buy tx | 54 sell tx | 791 unfinished tx.
The 592 round: 49 buy tx | 57 sell tx | 785 unfinished tx.
The 593 round: 48 buy tx | 38 sell tx | 799 unfinished tx.
The 594 round: 46 buy tx | 52 sell tx | 801 unfinished tx.
The 595 round: 50 buy tx | 38 sell tx | 813 unfinished tx.
The 596 round: 42 buy tx | 45 sell tx | 826 unfinished tx.
The 597 round: 49 buy tx | 52 sell tx | 825 unfinished tx.
The 598 round: 53 buy tx | 45 sell tx | 827 unfinished tx.
The 599 round: 47 buy tx | 60 sell tx | 820 unfinished tx.
The 600 round: 105 buy tx | 8 sell tx | 807 unfinished tx.
The 601 round: 47 buy tx | 107 sell tx | 753 unfinished tx.
The 602 round: 51 buy tx | 64 sell tx | 738 unfinished tx.
The 603 round: 50 buy tx | 57 sell tx | 731 unfinished tx.
The 604 round: 52 buy tx | 41 sell tx | 738 unfinished tx.
The 605 round: 53 buy tx | 56 sell tx | 729 unfinished tx.
The 606 round: 53 buy tx | 64 sell tx | 712 unfinished tx.
The 607 round: 45 buy tx | 28 sell tx | 739 unfinished tx.
The 608 round: 37 buy tx | 42 sell tx | 760 unfinished tx.
The 609 round: 44 buy tx | 54 sell tx | 762 unfinished tx.
The 610 round: 51 buy tx | 61 sell tx | 750 unfinished tx.
The 611 round: 51 buy tx | 54 sell tx | 745 unfinished tx.
The 612 round: 55 buy tx | 48 sell tx | 742 unfinished tx.
The 613 round: 51 buy tx | 42 sell tx | 749 unfinished tx.
The 614 round: 52 buy tx | 40 sell tx | 757 unfinished tx.
The 615 round: 50 buy tx | 43 sell tx | 764 unfinished tx.
The 616 round: 45 buy tx | 53 sell tx | 766 unfinished tx.
The 617 round: 54 buy tx | 51 sell tx | 761 unfinished tx.
The 618 round: 52 buy tx | 49 sell tx | 760 unfinished tx.
The 619 round: 51 buy tx | 50 sell tx | 759 unfinished tx.
The 620 round: 60 buy tx | 45 sell tx | 754 unfinished tx.
The 621 round: 39 buy tx | 51 sell tx | 764 unfinished tx.
The 622 round: 53 buy tx | 32 sell tx | 779 unfinished tx.
The 623 round: 50 buy tx | 39 sell tx | 790 unfinished tx.
The 624 round: 40 buy tx | 45 sell tx | 805 unfinished tx.
The 625 round: 52 buy tx | 49 sell tx | 804 unfinished tx.
The 626 round: 56 buy tx | 42 sell tx | 806 unfinished tx.
The 627 round: 47 buy tx | 45 sell tx | 814 unfinished tx.
The 628 round: 42 buy tx | 51 sell tx | 821 unfinished tx.
The 629 round: 48 buy tx | 64 sell tx | 809 unfinished tx.
The 630 round: 49 buy tx | 48 sell tx | 812 unfinished tx.
The 631 round: 48 buy tx | 50 sell tx | 814 unfinished tx.
The 632 round: 43 buy tx | 49 sell tx | 822 unfinished tx.
The 633 round: 40 buy tx | 49 sell tx | 833 unfinished tx.
The 634 round: 52 buy tx | 41 sell tx | 840 unfinished tx.
The 635 round: 37 buy tx | 56 sell tx | 847 unfinished tx.
The 636 round: 54 buy tx | 54 sell tx | 839 unfinished tx.
The 637 round: 53 buy tx | 50 sell tx | 836 unfinished tx.
The 638 round: 48 buy tx | 49 sell tx | 839 unfinished tx.
The 639 round: 51 buy tx | 51 sell tx | 837 unfinished tx.
The 640 round: 53 buy tx | 48 sell tx | 836 unfinished tx.
The 641 round: 47 buy tx | 59 sell tx | 830 unfinished tx.
The 642 round: 56 buy tx | 62 sell tx | 812 unfinished tx.
The 643 round: 38 buy tx | 50 sell tx | 824 unfinished tx.
The 644 round: 48 buy tx | 48 sell tx | 828 unfinished tx.
The 645 round: 59 buy tx | 48 sell tx | 821 unfinished tx.
The 646 round: 57 buy tx | 51 sell tx | 813 unfinished tx.
The 647 round: 45 buy tx | 46 sell tx | 822 unfinished tx.
The 648 round: 60 buy tx | 52 sell tx | 810 unfinished tx.
The 649 round: 61 buy tx | 53 sell tx | 796 unfinished tx.
The 650 round: 52 buy tx | 43 sell tx | 801 unfinished tx.
The 651 round: 58 buy tx | 46 sell tx | 797 unfinished tx.
The 652 round: 52 buy tx | 55 sell tx | 790 unfinished tx.
The 653 round: 55 buy tx | 41 sell tx | 794 unfinished tx.
The 654 round: 50 buy tx | 45 sell tx | 799 unfinished tx.
The 655 round: 55 buy tx | 49 sell tx | 795 unfinished tx.
The 656 round: 55 buy tx | 51 sell tx | 789 unfinished tx.
The 657 round: 46 buy tx | 46 sell tx | 797 unfinished tx.
The 658 round: 43 buy tx | 40 sell tx | 814 unfinished tx.
The 659 round: 42 buy tx | 36 sell tx | 836 unfinished tx.
The 660 round: 47 buy tx | 51 sell tx | 838 unfinished tx.
The 661 round: 44 buy tx | 50 sell tx | 844 unfinished tx.
The 662 round: 55 buy tx | 43 sell tx | 846 unfinished tx.
The 663 round: 55 buy tx | 48 sell tx | 843 unfinished tx.
The 664 round: 44 buy tx | 46 sell tx | 853 unfinished tx.
The 665 round: 36 buy tx | 57 sell tx | 860 unfinished tx.
The 666 round: 52 buy tx | 51 sell tx | 857 unfinished tx.
The 667 round: 52 buy tx | 44 sell tx | 861 unfinished tx.
The 668 round: 45 buy tx | 48 sell tx | 868 unfinished tx.
The 669 round: 43 buy tx | 43 sell tx | 882 unfinished tx.
The 670 round: 51 buy tx | 56 sell tx | 875 unfinished tx.
The 671 round: 46 buy tx | 55 sell tx | 874 unfinished tx.
The 672 round: 41 buy tx | 53 sell tx | 880 unfinished tx.
The 673 round: 51 buy tx | 55 sell tx | 874 unfinished tx.
The 674 round: 43 buy tx | 50 sell tx | 881 unfinished tx.
The 675 round: 43 buy tx | 52 sell tx | 886 unfinished tx.
The 676 round: 38 buy tx | 51 sell tx | 897 unfinished tx.
The 677 round: 45 buy tx | 43 sell tx | 909 unfinished tx.
The 678 round: 53 buy tx | 43 sell tx | 913 unfinished tx.
The 679 round: 46 buy tx | 52 sell tx | 915 unfinished tx.
The 680 round: 49 buy tx | 50 sell tx | 916 unfinished tx.
The 681 round: 57 buy tx | 41 sell tx | 918 unfinished tx.
The 682 round: 50 buy tx | 39 sell tx | 929 unfinished tx.
The 683 round: 42 buy tx | 45 sell tx | 942 unfinished tx.
The 684 round: 67 buy tx | 54 sell tx | 921 unfinished tx.
The 685 round: 51 buy tx | 60 sell tx | 910 unfinished tx.
The 686 round: 44 buy tx | 51 sell tx | 915 unfinished tx.
The 687 round: 46 buy tx | 34 sell tx | 935 unfinished tx.
The 688 round: 45 buy tx | 54 sell tx | 936 unfinished tx.
The 689 round: 45 buy tx | 51 sell tx | 940 unfinished tx.
The 690 round: 50 buy tx | 47 sell tx | 943 unfinished tx.
The 691 round: 58 buy tx | 44 sell tx | 941 unfinished tx.
The 692 round: 54 buy tx | 41 sell tx | 946 unfinished tx.
The 693 round: 48 buy tx | 42 sell tx | 956 unfinished tx.
The 694 round: 57 buy tx | 56 sell tx | 943 unfinished tx.
The 695 round: 50 buy tx | 50 sell tx | 943 unfinished tx.
The 696 round: 39 buy tx | 46 sell tx | 958 unfinished tx.
The 697 round: 48 buy tx | 47 sell tx | 963 unfinished tx.
The 698 round: 53 buy tx | 51 sell tx | 959 unfinished tx.
The 699 round: 52 buy tx | 56 sell tx | 951 unfinished tx.
The 700 round: 55 buy tx | 65 sell tx | 931 unfinished tx.
The 701 round: 49 buy tx | 61 sell tx | 921 unfinished tx.
The 702 round: 57 buy tx | 49 sell tx | 915 unfinished tx.
The 703 round: 52 buy tx | 41 sell tx | 922 unfinished tx.
The 704 round: 45 buy tx | 54 sell tx | 923 unfinished tx.
The 705 round: 62 buy tx | 60 sell tx | 901 unfinished tx.
The 706 round: 46 buy tx | 53 sell tx | 902 unfinished tx.
The 707 round: 47 buy tx | 45 sell tx | 910 unfinished tx.
The 708 round: 53 buy tx | 43 sell tx | 914 unfinished tx.
The 709 round: 59 buy tx | 49 sell tx | 906 unfinished tx.
The 710 round: 49 buy tx | 56 sell tx | 901 unfinished tx.
The 711 round: 60 buy tx | 43 sell tx | 898 unfinished tx.
The 712 round: 50 buy tx | 48 sell tx | 900 unfinished tx.
The 713 round: 49 buy tx | 44 sell tx | 907 unfinished tx.
The 714 round: 52 buy tx | 52 sell tx | 903 unfinished tx.
The 715 round: 54 buy tx | 45 sell tx | 904 unfinished tx.
The 716 round: 47 buy tx | 42 sell tx | 915 unfinished tx.
The 717 round: 45 buy tx | 48 sell tx | 922 unfinished tx.
The 718 round: 41 buy tx | 60 sell tx | 921 unfinished tx.
The 719 round: 58 buy tx | 42 sell tx | 921 unfinished tx.
The 720 round: 48 buy tx | 52 sell tx | 921 unfinished tx.
The 721 round: 47 buy tx | 47 sell tx | 927 unfinished tx.
The 722 round: 44 buy tx | 48 sell tx | 935 unfinished tx.
The 723 round: 46 buy tx | 43 sell tx | 946 unfinished tx.
The 724 round: 48 buy tx | 59 sell tx | 939 unfinished tx.
The 725 round: 47 buy tx | 43 sell tx | 949 unfinished tx.
The 726 round: 49 buy tx | 62 sell tx | 938 unfinished tx.
The 727 round: 54 buy tx | 59 sell tx | 925 unfinished tx.
The 728 round: 46 buy tx | 47 sell tx | 932 unfinished tx.
The 729 round: 49 buy tx | 46 sell tx | 937 unfinished tx.
The 730 round: 56 buy tx | 48 sell tx | 933 unfinished tx.
The 731 round: 46 buy tx | 48 sell tx | 939 unfinished tx.
The 732 round: 54 buy tx | 46 sell tx | 939 unfinished tx.
The 733 round: 45 buy tx | 43 sell tx | 951 unfinished tx.
The 734 round: 58 buy tx | 49 sell tx | 944 unfinished tx.
The 735 round: 55 buy tx | 46 sell tx | 943 unfinished tx.
The 736 round: 45 buy tx | 60 sell tx | 938 unfinished tx.
The 737 round: 53 buy tx | 50 sell tx | 935 unfinished tx.
The 738 round: 51 buy tx | 44 sell tx | 940 unfinished tx.
The 739 round: 45 buy tx | 35 sell tx | 960 unfinished tx.
The 740 round: 50 buy tx | 39 sell tx | 971 unfinished tx.
The 741 round: 46 buy tx | 56 sell tx | 969 unfinished tx.
The 742 round: 37 buy tx | 46 sell tx | 986 unfinished tx.
The 743 round: 47 buy tx | 51 sell tx | 988 unfinished tx.
The 744 round: 54 buy tx | 52 sell tx | 982 unfinished tx.
The 745 round: 56 buy tx | 63 sell tx | 963 unfinished tx.
The 746 round: 49 buy tx | 53 sell tx | 961 unfinished tx.
The 747 round: 61 buy tx | 46 sell tx | 954 unfinished tx.
The 748 round: 60 buy tx | 48 sell tx | 946 unfinished tx.
The 749 round: 48 buy tx | 39 sell tx | 959 unfinished tx.
The 750 round: 49 buy tx | 41 sell tx | 969 unfinished tx.
The 751 round: 49 buy tx | 51 sell tx | 969 unfinished tx.
The 752 round: 48 buy tx | 58 sell tx | 963 unfinished tx.
The 753 round: 51 buy tx | 56 sell tx | 956 unfinished tx.
The 754 round: 48 buy tx | 53 sell tx | 955 unfinished tx.
The 755 round: 39 buy tx | 52 sell tx | 964 unfinished tx.
The 756 round: 48 buy tx | 45 sell tx | 971 unfinished tx.
The 757 round: 37 buy tx | 47 sell tx | 987 unfinished tx.
The 758 round: 55 buy tx | 49 sell tx | 983 unfinished tx.
The 759 round: 49 buy tx | 46 sell tx | 988 unfinished tx.
The 760 round: 52 buy tx | 52 sell tx | 984 unfinished tx.
The 761 round: 46 buy tx | 51 sell tx | 987 unfinished tx.
The 762 round: 51 buy tx | 44 sell tx | 992 unfinished tx.
The 763 round: 59 buy tx | 46 sell tx | 987 unfinished tx.
The 764 round: 43 buy tx | 58 sell tx | 986 unfinished tx.
The 765 round: 58 buy tx | 54 sell tx | 974 unfinished tx.
The 766 round: 44 buy tx | 65 sell tx | 965 unfinished tx.
The 767 round: 30 buy tx | 41 sell tx | 994 unfinished tx.
The 768 round: 44 buy tx | 34 sell tx | 1016 unfinished tx.
The 769 round: 53 buy tx | 41 sell tx | 1022 unfinished tx.
The 770 round: 57 buy tx | 59 sell tx | 1006 unfinished tx.
The 771 round: 56 buy tx | 47 sell tx | 1003 unfinished tx.
The 772 round: 66 buy tx | 49 sell tx | 988 unfinished tx.
The 773 round: 63 buy tx | 55 sell tx | 970 unfinished tx.
The 774 round: 60 buy tx | 56 sell tx | 954 unfinished tx.
The 775 round: 68 buy tx | 58 sell tx | 928 unfinished tx.
The 776 round: 56 buy tx | 67 sell tx | 905 unfinished tx.
The 777 round: 39 buy tx | 47 sell tx | 919 unfinished tx.
The 778 round: 52 buy tx | 47 sell tx | 920 unfinished tx.
The 779 round: 53 buy tx | 56 sell tx | 911 unfinished tx.
The 780 round: 34 buy tx | 44 sell tx | 933 unfinished tx.
The 781 round: 51 buy tx | 52 sell tx | 930 unfinished tx.
The 782 round: 47 buy tx | 48 sell tx | 935 unfinished tx.
The 783 round: 49 buy tx | 60 sell tx | 926 unfinished tx.
The 784 round: 39 buy tx | 53 sell tx | 934 unfinished tx.
The 785 round: 39 buy tx | 56 sell tx | 939 unfinished tx.
The 786 round: 43 buy tx | 42 sell tx | 954 unfinished tx.
The 787 round: 45 buy tx | 49 sell tx | 960 unfinished tx.
The 788 round: 49 buy tx | 46 sell tx | 965 unfinished tx.
The 789 round: 41 buy tx | 43 sell tx | 981 unfinished tx.
The 790 round: 52 buy tx | 48 sell tx | 981 unfinished tx.
The 791 round: 47 buy tx | 45 sell tx | 989 unfinished tx.
The 792 round: 48 buy tx | 59 sell tx | 982 unfinished tx.
The 793 round: 56 buy tx | 39 sell tx | 987 unfinished tx.
The 794 round: 47 buy tx | 49 sell tx | 991 unfinished tx.
The 795 round: 40 buy tx | 27 sell tx | 1024 unfinished tx.
The 796 round: 49 buy tx | 48 sell tx | 1027 unfinished tx.
The 797 round: 54 buy tx | 47 sell tx | 1026 unfinished tx.
The 798 round: 44 buy tx | 51 sell tx | 1031 unfinished tx.
The 799 round: 64 buy tx | 56 sell tx | 1011 unfinished tx.
The 800 round: 104 buy tx | 8 sell tx | 999 unfinished tx.
The 801 round: 53 buy tx | 95 sell tx | 951 unfinished tx.
The 802 round: 52 buy tx | 53 sell tx | 946 unfinished tx.
The 803 round: 48 buy tx | 54 sell tx | 944 unfinished tx.
The 804 round: 47 buy tx | 51 sell tx | 946 unfinished tx.
The 805 round: 48 buy tx | 38 sell tx | 960 unfinished tx.
The 806 round: 50 buy tx | 42 sell tx | 968 unfinished tx.
The 807 round: 49 buy tx | 48 sell tx | 971 unfinished tx.
The 808 round: 51 buy tx | 46 sell tx | 974 unfinished tx.
The 809 round: 48 buy tx | 41 sell tx | 985 unfinished tx.
The 810 round: 42 buy tx | 46 sell tx | 997 unfinished tx.
The 811 round: 45 buy tx | 45 sell tx | 1007 unfinished tx.
The 812 round: 57 buy tx | 41 sell tx | 1009 unfinished tx.
The 813 round: 57 buy tx | 35 sell tx | 1017 unfinished tx.
The 814 round: 49 buy tx | 47 sell tx | 1021 unfinished tx.
The 815 round: 51 buy tx | 34 sell tx | 1036 unfinished tx.
The 816 round: 43 buy tx | 37 sell tx | 1056 unfinished tx.
The 817 round: 52 buy tx | 47 sell tx | 1057 unfinished tx.
The 818 round: 41 buy tx | 51 sell tx | 1065 unfinished tx.
The 819 round: 45 buy tx | 43 sell tx | 1077 unfinished tx.
The 820 round: 62 buy tx | 48 sell tx | 1067 unfinished tx.
The 821 round: 47 buy tx | 44 sell tx | 1076 unfinished tx.
The 822 round: 46 buy tx | 41 sell tx | 1089 unfinished tx.
The 823 round: 50 buy tx | 38 sell tx | 1101 unfinished tx.
The 824 round: 48 buy tx | 56 sell tx | 1097 unfinished tx.
The 825 round: 50 buy tx | 46 sell tx | 1101 unfinished tx.
The 826 round: 52 buy tx | 48 sell tx | 1101 unfinished tx.
The 827 round: 49 buy tx | 46 sell tx | 1106 unfinished tx.
The 828 round: 47 buy tx | 49 sell tx | 1110 unfinished tx.
The 829 round: 50 buy tx | 44 sell tx | 1116 unfinished tx.
The 830 round: 44 buy tx | 36 sell tx | 1136 unfinished tx.
The 831 round: 53 buy tx | 56 sell tx | 1127 unfinished tx.
The 832 round: 43 buy tx | 54 sell tx | 1130 unfinished tx.
The 833 round: 50 buy tx | 60 sell tx | 1120 unfinished tx.
The 834 round: 54 buy tx | 49 sell tx | 1117 unfinished tx.
The 835 round: 64 buy tx | 48 sell tx | 1105 unfinished tx.
The 836 round: 50 buy tx | 61 sell tx | 1094 unfinished tx.
The 837 round: 47 buy tx | 54 sell tx | 1093 unfinished tx.
The 838 round: 60 buy tx | 47 sell tx | 1086 unfinished tx.
The 839 round: 55 buy tx | 39 sell tx | 1092 unfinished tx.
The 840 round: 44 buy tx | 51 sell tx | 1097 unfinished tx.
The 841 round: 35 buy tx | 53 sell tx | 1109 unfinished tx.
The 842 round: 40 buy tx | 40 sell tx | 1129 unfinished tx.
The 843 round: 49 buy tx | 49 sell tx | 1131 unfinished tx.
